time,temperature
1744977667.8025446,216.8346523772025
1744977669.8031242,216.8346523772025
1744977671.8037195,216.83399112025415
1744977673.8043842,216.8333298633058
1744977675.8049796,216.70484437292794
1744977677.805583,216.57635888255007
1744977679.8061647,216.57635888255007
1744977681.806816,216.57503993389474
1744977683.8074715,216.57503993389474
1744977685.8080382,216.3180494817706
1744977687.8086963,216.3180494817706
1744977689.8094175,216.06103977879735
1744977691.809994,216.0597242951783
1744977693.8106434,216.0597242951783
1744977695.8111942,215.80269536539066
1744977697.8117857,215.80269536539066
1744977699.8124633,215.54564742947915
1744977701.8130817,215.54433541133196
1744977703.813708,215.28726849654788
1744977705.8143623,215.0301828237346
1744977707.814996,215.0301828237346
1744977709.8156228,214.77307851787953
1744977711.816239,214.77176987113384
1744977713.8169124,214.51464696418222
1744977715.8174949,214.2575056773051
1744977717.818109,214.00034613798525
1744977719.818726,214.00034613798525
1744977721.819315,213.74251579313466
1744977723.8199377,213.4846673622803
1744977725.8211148,213.22745374844018
1744977727.8222613,212.97022240099605
1744977729.8233678,212.84094693593443
1744977731.824421,212.4557070324955
1744977733.8250253,212.45440487498897
1744977735.8260987,212.19712103216239
1744977737.8272378,211.9398199876771
1744977739.828287,211.68250187637867
1744977741.8290317,211.42516683391761
1744977743.8301313,211.16781499674693
1744977745.8312743,210.91044650211904
1744977747.8324578,210.65306148808406
1744977749.8332422,210.39566009348692
1744977751.833873,210.1382424579634
1744977753.8344758,209.88080872193888
1744977755.835091,209.62270931274017
1744977757.8357024,209.3652437603955
1744977759.836323,209.1071127408978
1744977761.837014,208.8496159447792
1744977763.8375835,208.59210376275007
1744977765.8382125,208.33457633991284
1744977767.838902,208.07573757971056
1744977769.8394969,207.81818003877095
1744977771.8401334,207.56060769767032
1744977773.840819,207.30302070456924
1744977775.8414974,207.0454192083832
1744977777.8421905,206.78780335878017
1744977779.8428433,206.40070473843423
1744977781.843447,206.2712361005499
1744977783.8440719,206.0135780268003
1744977785.8447666,205.49822079311858
1744977787.8454676,205.24052194068238
1744977789.8461394,204.98280980406238
1744977791.8468735,204.7250845388246
1744977793.847444,204.46670133981513
1744977795.8480654,204.20830526173833
